,healthconf,healthPE,healthpred,healthseq
4881,2.99382716,26.0,100.0,126.0
4882,3.0,44.0,120.0,76.0
4883,3.049382716,73.0,50.0,123.0
4884,2.975308642,5.0,100.0,95.0
4885,3.0,9.0,100.0,109.0
4886,3.061728395,20.0,100.0,120.0
4887,3.024691358,22.0,100.0,122.0
4888,3.0,10.0,120.0,110.0
4889,3.024691358,47.0,100.0,147.0
4890,3.012345679,47.0,120.0,167.0
4891,3.024691358,3.0,130.0,133.0
4892,2.981481481,0.0,100.0,100.0
4893,3.012345679,1.0,80.0,81.0
4894,3.018518519,70.0,90.0,160.0
4895,3.037037037,32.0,180.0,148.0
4896,3.030864198,8.0,120.0,128.0
4897,3.018518519,34.0,100.0,134.0
4898,2.975308642,15.0,150.0,135.0
4899,3.018518519,29.0,150.0,121.0
4900,3.00617284,33.0,100.0,133.0
4901,3.080246914,21.0,120.0,99.0
4902,2.919753086,4.0,85.0,81.0
4903,2.981481481,12.0,50.0,62.0
4904,3.018518519,23.0,50.0,73.0
4905,3.055555556,12.0,100.0,88.0
4906,2.987654321,39.0,100.0,61.0
4907,3.092592593,9.0,80.0,71.0
4908,3.12345679,31.0,90.0,121.0
4909,3.080246914,4.0,120.0,124.0
4910,3.012345679,25.0,110.0,85.0
4911,3.00617284,79.0,60.0,139.0
4912,3.037037037,36.0,150.0,186.0
4913,3.0,31.0,200.0,169.0
4914,3.00617284,13.0,120.0,133.0
4915,3.043209877,14.0,120.0,134.0
4916,2.987654321,21.0,140.0,119.0
4917,2.969135802,69.0,90.0,21.0
4918,3.024691358,0.0,50.0,50.0
4919,3.080246914,68.0,100.0,32.0
4920,2.981481481,0.0,50.0,50.0
4921,2.99382716,15.0,75.0,90.0
4922,3.037037037,62.0,100.0,38.0
4923,2.950617284,1.0,50.0,51.0
4924,3.049382716,13.0,75.0,62.0
4925,3.037037037,47.0,100.0,53.0
4926,3.012345679,4.0,75.0,71.0
4927,3.00617284,3.0,90.0,87.0
4928,2.99382716,14.0,110.0,96.0
4929,3.055555556,26.0,110.0,136.0
4930,3.037037037,47.0,140.0,93.0
4931,3.037037037,20.0,100.0,120.0
4932,3.024691358,3.0,120.0,117.0
4933,3.049382716,5.0,120.0,125.0
4934,3.012345679,50.0,130.0,80.0
4935,3.030864198,106.0,65.0,171.0
4936,3.049382716,24.0,150.0,174.0
4937,3.030864198,46.0,150.0,196.0
4938,3.030864198,85.0,180.0,95.0
4939,2.99382716,33.0,120.0,87.0
4940,2.987654321,57.0,100.0,43.0
4941,3.0,4.0,50.0,46.0
4942,3.00617284,47.0,75.0,122.0
4943,3.00617284,18.0,100.0,82.0
4944,3.030864198,15.0,100.0,85.0
4945,3.024691358,55.0,100.0,155.0
4946,3.018518519,118.0,130.0,12.0
4947,3.037037037,91.0,50.0,141.0
4948,3.043209877,10.0,120.0,130.0
4949,2.975308642,35.0,130.0,95.0
4950,2.969135802,28.0,100.0,72.0
4951,3.086419753,35.0,100.0,135.0
4952,3.012345679,38.0,120.0,158.0
4953,3.037037037,71.0,130.0,59.0
4954,3.074074074,23.0,80.0,57.0
4955,3.030864198,42.0,80.0,38.0
4956,2.962962963,44.0,75.0,31.0
4957,2.944444444,24.0,60.0,84.0
4958,3.055555556,24.0,100.0,76.0
4959,3.018518519,47.0,100.0,147.0
4960,3.037037037,8.0,120.0,112.0
4961,3.00617284,36.0,120.0,84.0
4962,3.0,30.0,100.0,130.0
4963,3.018518519,16.0,130.0,114.0
4964,3.024691358,15.0,100.0,85.0
4965,3.00617284,28.0,85.0,57.0
4966,3.018518519,8.0,60.0,52.0
4967,3.049382716,48.0,80.0,32.0
4968,3.037037037,29.0,50.0,79.0
4969,3.074074074,50.0,100.0,50.0
4970,3.037037037,45.0,80.0,125.0
4971,3.092592593,49.0,100.0,51.0
4972,3.049382716,42.0,80.0,122.0
4973,3.061728395,16.0,100.0,84.0
4974,3.092592593,34.0,100.0,134.0
4975,3.030864198,37.0,100.0,137.0
4976,3.0,27.0,120.0,147.0
4977,3.012345679,137.0,30.0,167.0
4978,2.981481481,3.0,120.0,117.0
4979,3.049382716,57.0,120.0,63.0
4980,3.030864198,64.0,80.0,144.0
4981,2.99382716,36.0,120.0,156.0
4982,2.975308642,63.0,130.0,67.0
4983,3.018518519,38.0,85.0,47.0
4984,3.037037037,131.0,50.0,181.0
4985,3.074074074,68.0,150.0,82.0
4986,3.024691358,26.0,100.0,74.0
4987,3.043209877,39.0,50.0,89.0
4988,2.012345679,61.0,50.0,111.0
4989,2.086419753,14.0,100.0,114.0
4990,2.845679012,59.0,100.0,41.0
4991,3.018518519,13.0,100.0,87.0
4992,2.981481481,54.0,100.0,154.0
4993,3.074074074,22.0,120.0,98.0
4994,2.975308642,31.0,120.0,151.0
4995,3.024691358,6.0,120.0,114.0
4996,3.055555556,44.0,120.0,76.0
4997,2.932098765,4.0,100.0,104.0
4998,3.037037037,9.0,100.0,109.0
4999,2.981481481,86.0,120.0,34.0
5000,2.990966576,114.0,10.0,124.0
5001,3.180668473,1.0,110.0,109.0
5002,3.37037037,39.0,115.0,76.0
5003,2.01535682,62.0,100.0,38.0
5004,1.30171635,32.0,50.0,82.0
5005,2.394760614,31.0,75.0,44.0
5006,2.006323397,27.0,80.0,53.0
5007,2.774164408,42.0,75.0,33.0
5008,2.82836495,37.0,45.0,82.0
5009,2.710930443,37.0,75.0,112.0
5010,2.990966576,18.0,110.0,92.0
5011,2.963866305,6.0,100.0,94.0
5012,3.243902439,7.0,105.0,112.0
5013,3.0,43.0,105.0,148.0
5014,2.855465221,41.0,150.0,109.0
5015,2.909665763,32.0,120.0,88.0
5016,2.765130985,8.0,100.0,108.0
5017,3.44263776,3.0,100.0,103.0
5018,2.132791328,18.0,90.0,108.0
5019,2.891598916,26.0,90.0,116.0
5020,2.774164408,60.0,90.0,150.0
5021,3.072267389,27.0,130.0,157.0
5022,2.891598916,45.0,145.0,100.0
5023,1.193315266,15.0,70.0,85.0
5024,2.963866305,92.0,70.0,162.0
5025,2.972899729,124.0,30.0,154.0
5026,1.446251129,125.0,30.0,155.0
5027,2.990966576,88.0,140.0,52.0
5028,3.09936766,50.0,80.0,130.0
5029,3.018066847,79.0,120.0,41.0
5030,2.259259259,114.0,120.0,6.0
5031,2.855465221,14.0,45.0,59.0
5032,2.801264679,4.0,80.0,84.0
5033,2.918699187,3.0,75.0,78.0
5034,2.909665763,4.0,80.0,84.0
5035,2.873532069,37.0,90.0,53.0
5036,2.692863595,21.0,70.0,49.0
5037,2.701897019,17.0,50.0,67.0
5038,2.656729901,133.0,8.0,141.0
5039,2.638663053,8.0,135.0,127.0
5040,3.153568202,50.0,50.0,100.0
5041,3.126467931,30.0,90.0,120.0
5042,4.102077687,32.0,110.0,142.0
5043,4.996386631,35.0,150.0,115.0
5044,2.990966576,70.0,120.0,50.0
5045,3.009033424,15.0,90.0,75.0
5046,3.009033424,9.0,100.0,109.0
5047,3.009033424,6.0,100.0,94.0
5048,3.009033424,5.0,100.0,95.0
5049,3.009033424,65.0,110.0,45.0
5050,3.036133695,64.0,40.0,104.0
5051,3.0,42.0,90.0,132.0
5052,3.0,13.0,90.0,103.0
5053,2.990966576,36.0,100.0,136.0
5054,3.09936766,62.0,130.0,68.0
5055,3.090334237,32.0,80.0,112.0
5056,3.090334237,8.0,100.0,108.0
5057,3.090334237,43.0,100.0,143.0
5058,3.153568202,33.0,130.0,97.0
5059,1.392050587,22.0,130.0,152.0
5060,3.009033424,43.0,150.0,107.0
5061,2.972899729,32.0,120.0,88.0
5062,3.081300813,62.0,100.0,162.0
5063,3.09936766,61.0,150.0,89.0
5064,3.090334237,5.0,100.0,95.0
5065,3.090334237,23.0,100.0,77.0
5066,3.090334237,25.0,100.0,125.0
5067,3.090334237,16.0,100.0,84.0
5068,2.747064137,44.0,100.0,56.0
5069,3.018066847,34.0,80.0,46.0
5070,3.009033424,13.0,60.0,73.0
5071,3.036133695,27.0,70.0,97.0
5072,3.063233966,25.0,80.0,105.0
5073,3.045167118,10.0,90.0,100.0
5074,2.963866305,1.0,100.0,99.0
5075,3.162601626,86.0,90.0,4.0
5076,2.909665763,75.0,10.0,85.0
5077,2.909665763,25.0,70.0,95.0
5078,2.909665763,30.0,90.0,60.0
5079,2.909665763,26.0,70.0,44.0
5080,2.909665763,34.0,50.0,84.0
5081,2.891598916,16.0,80.0,96.0
5082,2.891598916,9.0,90.0,99.0
5083,2.891598916,13.0,90.0,103.0
5084,2.927732611,17.0,90.0,73.0
5085,2.927732611,2.0,70.0,72.0
5086,3.135501355,36.0,70.0,106.0
5087,3.027100271,13.0,100.0,87.0
5088,3.027100271,46.0,100.0,146.0
5089,3.126467931,20.0,150.0,130.0
5090,3.126467931,96.0,90.0,-6.0
5091,3.126467931,59.0,80.0,139.0
5092,3.09936766,75.0,70.0,145.0
5093,3.135501355,9.0,70.0,61.0
5094,3.135501355,34.0,60.0,26.0
5095,3.135501355,62.0,50.0,112.0
5096,3.135501355,8.0,80.0,72.0
5097,3.135501355,4.0,90.0,94.0
5098,3.054200542,25.0,80.0,105.0
5099,3.054200542,21.0,99.0,78.0
5100,3.054200542,67.0,90.0,23.0
5101,3.054200542,81.0,90.0,9.0
5102,3.054200542,46.0,20.0,66.0
5103,3.054200542,25.0,70.0,95.0
5104,2.855465221,34.0,90.0,56.0
5105,2.855465221,81.0,90.0,171.0
5106,2.855465221,53.0,90.0,143.0
5107,2.855465221,67.0,90.0,157.0
5108,2.864498645,56.0,150.0,94.0
5109,2.864498645,15.0,90.0,75.0
5110,2.864498645,20.0,80.0,60.0
5111,2.846431798,22.0,65.0,43.0
5112,2.846431798,31.0,60.0,91.0
5113,2.846431798,94.0,132.0,38.0
5114,2.846431798,30.0,49.0,79.0
5115,2.846431798,29.0,60.0,31.0
5116,2.891598916,46.0,39.0,85.0
5117,2.891598916,49.0,50.0,99.0
5118,2.891598916,66.0,50.0,116.0
5119,3.153568202,19.0,80.0,61.0
5120,3.144534779,78.0,50.0,128.0
5121,2.855465221,56.0,80.0,136.0
5122,2.981933153,53.0,80.0,133.0
5123,2.963866305,23.0,120.0,143.0
5124,2.873532069,14.0,140.0,126.0
5125,2.710930443,32.0,130.0,98.0
5126,2.90063234,31.0,130.0,161.0
5127,3.0,45.0,150.0,105.0
5128,2.882565492,30.0,150.0,120.0
5129,3.153568202,9.0,130.0,121.0
5130,3.280036134,26.0,130.0,156.0
5131,3.280036134,17.0,140.0,123.0
5132,3.280036134,17.0,135.0,118.0
5133,3.280036134,28.0,115.0,143.0
5134,3.280036134,25.0,120.0,145.0
5135,3.280036134,71.0,50.0,121.0
5136,3.280036134,0.0,130.0,130.0
5137,3.280036134,38.0,130.0,168.0
5138,3.280036134,4.0,150.0,146.0
5139,3.37037037,2.0,135.0,133.0
5140,3.37037037,45.0,145.0,100.0
5141,3.37037037,5.0,110.0,105.0
5142,3.37037037,0.0,120.0,120.0
5143,3.027100271,2.0,110.0,112.0
5144,3.117434508,18.0,85.0,67.0
5145,3.09936766,11.0,80.0,91.0
5146,3.09936766,9.0,100.0,91.0
5147,3.09936766,18.0,80.0,98.0
5148,3.090334237,11.0,90.0,101.0
5149,3.090334237,27.0,120.0,93.0
5150,3.090334237,18.0,100.0,118.0
5151,3.09936766,5.0,100.0,105.0
5152,3.126467931,6.0,101.0,95.0
5153,2.846431798,13.0,102.0,89.0
5154,2.90063234,7.0,100.0,107.0
5155,2.864498645,92.0,130.0,38.0
5156,2.90063234,17.0,120.0,103.0
5157,3.569105691,8.0,120.0,112.0
5158,3.569105691,23.0,100.0,123.0
5159,3.569105691,20.0,140.0,120.0
5160,3.144534779,24.0,120.0,144.0
5161,3.09936766,37.0,140.0,103.0
5162,3.090334237,9.0,100.0,91.0
5163,2.891598916,27.0,150.0,123.0
5164,2.909665763,28.0,130.0,158.0
5165,2.981933153,15.0,140.0,125.0
5166,2.981933153,17.0,130.0,113.0
5167,2.981933153,15.0,120.0,105.0
5168,2.981933153,12.0,105.0,117.0
5169,3.009033424,34.0,115.0,81.0
5170,3.0,103.0,60.0,163.0
5171,3.0,3.0,140.0,137.0
5172,3.0,31.0,120.0,151.0
5173,3.0,29.0,140.0,169.0
5174,3.0,42.0,150.0,192.0
5175,2.918699187,62.0,90.0,152.0
5176,2.918699187,56.0,200.0,144.0
5177,2.918699187,20.0,160.0,140.0
5178,2.918699187,58.0,103.0,161.0
5179,2.918699187,31.0,150.0,119.0
5180,2.918699187,64.0,150.0,86.0
5181,2.909665763,46.0,140.0,94.0
5182,2.90063234,93.0,140.0,47.0
5183,2.90063234,14.0,60.0,74.0
5184,2.90063234,17.0,80.0,97.0
5185,3.027100271,5.0,100.0,105.0
5186,3.027100271,22.0,100.0,78.0
5187,3.027100271,0.0,100.0,100.0
5188,3.0,7.0,105.0,112.0
5189,2.918699187,12.0,150.0,138.0
5190,2.927732611,39.0,125.0,86.0
5191,2.981933153,66.0,70.0,136.0
5192,3.234869015,44.0,150.0,194.0
5193,1.310749774,48.0,100.0,148.0
5194,3.894308943,50.0,200.0,150.0
5195,3.514905149,11.0,160.0,149.0
5196,2.954832882,4.0,140.0,136.0
5197,3.180668473,41.0,150.0,109.0
5198,2.819331527,20.0,180.0,160.0
5199,2.990966576,38.0,150.0,112.0
5200,3.98185699,17.0,100.0,83.0
5201,4.017431519,43.0,90.0,133.0
5202,1.982568481,47.0,78.0,125.0
5203,2.971540377,23.0,98.0,121.0
5204,2.978655283,2.0,98.0,100.0
5205,2.992885094,10.0,112.0,122.0
5206,3.007114906,34.0,134.0,100.0
5207,3.007114906,1.0,102.0,101.0
5208,3.014229811,37.0,122.0,159.0
5209,2.971540377,51.0,146.0,95.0
5210,2.935965848,3.0,97.0,100.0
5211,2.964425471,39.0,98.0,137.0
5212,2.971540377,40.0,124.0,84.0
5213,3.0,34.0,132.0,98.0
5214,3.007114906,52.0,145.0,93.0
5215,2.985770189,75.0,126.0,51.0
5216,2.971540377,25.0,76.0,101.0
5217,3.035574529,1.0,111.0,110.0
5218,2.985770189,6.0,97.0,103.0
5219,2.978655283,26.0,76.0,102.0
5220,1.000711491,83.0,167.0,84.0
5221,2.003913198,56.0,98.0,42.0
5222,1.975453575,3.0,78.0,81.0
5223,2.01814301,68.0,107.0,39.0
5224,2.011028104,10.0,76.0,86.0
5225,1.975453575,45.0,87.0,132.0
5226,1.96833867,11.0,97.0,86.0
5227,2.992885094,23.0,76.0,99.0
5228,2.971540377,8.0,90.0,98.0
5229,2.011028104,23.0,98.0,121.0
5230,2.01814301,8.0,97.0,89.0
5231,1.996798292,25.0,56.0,81.0
5232,2.01814301,2.0,78.0,76.0
5233,1.989683387,65.0,136.0,71.0
5234,3.021344717,0.0,78.0,78.0
5235,2.978655283,67.0,96.0,29.0
5236,2.01814301,3.0,65.0,68.0
5237,1.996798292,22.0,98.0,76.0
5238,3.035574529,19.0,98.0,79.0
5239,2.971540377,30.0,105.0,75.0
5240,3.0,40.0,102.0,62.0
5241,2.95019566,45.0,36.0,81.0
5242,3.0,15.0,89.0,104.0
5243,1.982568481,10.0,69.0,59.0
5244,2.01814301,9.0,97.0,106.0
5245,1.996798292,6.0,78.0,84.0
5246,2.964425471,11.0,89.0,78.0
5247,2.985770189,2.0,98.0,96.0
5248,2.985770189,14.0,78.0,92.0
5249,2.003913198,16.0,98.0,114.0
5250,2.978655283,11.0,89.0,78.0
5251,1.975453575,6.0,90.0,84.0
5252,2.025257915,41.0,102.0,61.0
5253,2.003913198,37.0,99.0,62.0
5254,2.011028104,133.0,78.0,211.0
5255,2.025257915,66.0,196.0,130.0
5256,2.957310566,74.0,201.0,127.0
5257,1.989683387,47.0,107.0,154.0
5258,2.011028104,80.0,167.0,87.0
5259,2.003913198,16.0,89.0,105.0
5260,3.021344717,36.0,74.0,110.0
5261,2.01814301,47.0,108.0,61.0
5262,1.954108858,49.0,95.0,46.0
5263,1.989683387,22.0,78.0,56.0
5264,1.96833867,25.0,87.0,62.0
5265,3.035574529,4.0,98.0,102.0
5266,2.914621131,35.0,103.0,68.0
5267,1.982568481,61.0,93.0,32.0
5268,2.836357168,77.0,89.0,12.0
5269,4.970828887,13.0,48.0,35.0
5270,2.957310566,4.0,79.0,83.0
5271,2.992885094,36.0,106.0,70.0
5272,2.964425471,51.0,90.0,141.0
5273,2.943080754,45.0,180.0,135.0
5274,3.0,103.0,206.0,103.0
5275,2.95019566,61.0,90.0,151.0
5276,1.996798292,31.0,170.0,139.0
5277,2.978655283,0.0,69.0,69.0
5278,2.992885094,10.0,90.0,100.0
5279,2.992885094,19.0,98.0,117.0
5280,2.95019566,17.0,97.0,114.0
5281,3.014229811,41.0,109.0,150.0
5282,3.0,34.0,143.0,109.0
5283,3.014229811,47.0,89.0,136.0
5284,3.021344717,153.0,189.0,36.0
5285,2.935965848,84.0,79.0,163.0
5286,2.992885094,84.0,76.0,160.0
5287,3.0,100.0,220.0,120.0
5288,2.943080754,8.0,89.0,81.0
5289,2.978655283,99.0,56.0,155.0
5290,3.0,53.0,87.0,140.0
5291,2.992885094,21.0,98.0,77.0
5292,2.964425471,68.0,76.0,144.0
5293,2.964425471,70.0,160.0,90.0
5294,2.964425471,88.0,78.0,166.0
5295,4.985058698,26.0,78.0,104.0
5296,4.977943792,8.0,76.0,68.0
5297,2.95019566,27.0,140.0,113.0
5298,2.971540377,7.0,150.0,143.0
5299,3.007114906,42.0,123.0,81.0
5300,3.028459623,48.0,57.0,105.0
5301,3.014229811,16.0,78.0,62.0
5302,3.042689434,70.0,56.0,126.0
5303,2.978655283,3.0,78.0,81.0
5304,2.957310566,49.0,67.0,116.0
5305,2.971540377,48.0,89.0,137.0
5306,2.971540377,14.0,98.0,112.0
5307,3.007114906,76.0,67.0,143.0
5308,3.007114906,49.0,67.0,116.0
5309,2.978655283,22.0,45.0,67.0
5310,2.928850943,56.0,43.0,99.0
5311,3.035574529,55.0,123.0,178.0
5312,2.957310566,15.0,200.0,185.0
5313,2.985770189,74.0,203.0,129.0
5314,2.964425471,7.0,90.0,97.0
5315,3.021344717,26.0,67.0,41.0
5316,2.985770189,50.0,36.0,86.0
5317,2.985770189,10.0,90.0,100.0
5318,2.95019566,75.0,120.0,45.0
5319,1.996798292,12.0,56.0,44.0
5320,2.992885094,8.0,76.0,68.0
5321,1.989683387,17.0,78.0,61.0
5322,1.975453575,58.0,89.0,31.0
5323,1.989683387,4.0,57.0,61.0
5324,1.975453575,38.0,87.0,125.0
5325,2.011028104,21.0,98.0,119.0
5326,1.989683387,95.0,189.0,94.0
5327,1.996798292,4.0,89.0,85.0
5328,2.032372821,28.0,110.0,82.0
5329,2.025257915,49.0,140.0,91.0
5330,1.996798292,4.0,79.0,83.0
5331,3.0,32.0,102.0,134.0
5332,2.992885094,43.0,99.0,56.0
5333,2.046602633,0.0,65.0,65.0
5334,2.032372821,13.0,76.0,89.0
5335,2.003913198,4.0,98.0,94.0
5336,3.007114906,7.0,89.0,82.0
5337,2.957310566,7.0,90.0,97.0
5338,3.007114906,9.0,120.0,111.0
5339,3.04980434,14.0,78.0,92.0
5340,2.957310566,24.0,78.0,102.0
5341,3.0,26.0,98.0,124.0
5342,2.935965848,35.0,87.0,122.0
5343,2.95019566,14.0,90.0,104.0
5344,2.971540377,24.0,70.0,94.0
5345,3.007114906,6.0,73.0,67.0
5346,2.95019566,4.0,57.0,53.0
5347,2.971540377,14.0,67.0,81.0
5348,2.935965848,37.0,98.0,61.0
5349,3.0,3.0,90.0,87.0
5350,2.95019566,0.0,90.0,90.0
5351,2.95019566,51.0,78.0,129.0
5352,2.978655283,23.0,98.0,121.0
5353,3.007114906,55.0,80.0,135.0
5354,2.992885094,38.0,89.0,127.0
5355,2.971540377,45.0,134.0,89.0
5356,2.971540377,12.0,98.0,86.0
5357,3.014229811,17.0,78.0,95.0
5358,3.028459623,5.0,87.0,92.0
5359,3.028459623,35.0,98.0,63.0
5360,3.014229811,39.0,45.0,84.0
5361,3.0,68.0,34.0,102.0
5362,3.007114906,7.0,87.0,94.0
5363,3.014229811,32.0,87.0,55.0
5364,1.989683387,4.0,89.0,85.0
5365,2.985770189,2.0,97.0,99.0
5366,2.957310566,6.0,97.0,91.0
5367,2.003913198,14.0,89.0,103.0
5368,1.996798292,22.0,89.0,111.0
5369,1.989683387,48.0,98.0,50.0
5370,1.982568481,36.0,79.0,43.0
5371,1.96833867,28.0,89.0,61.0
5372,1.96833867,20.0,97.0,117.0
5373,1.975453575,18.0,98.0,116.0
5374,1.975453575,3.0,98.0,101.0
5375,1.975453575,15.0,98.0,83.0
5376,1.996798292,17.0,78.0,95.0
5377,2.032372821,30.0,89.0,59.0
5378,2.003913198,41.0,78.0,119.0
5379,2.992885094,14.0,98.0,84.0
5380,1.989683387,24.0,98.0,74.0
5381,3.035574529,29.0,78.0,107.0
5382,1.975453575,52.0,98.0,46.0
5383,2.943080754,7.0,78.0,71.0
5384,1.975453575,4.0,98.0,102.0
5385,2.003913198,23.0,78.0,101.0
5386,1.982568481,31.0,98.0,129.0
5387,1.954108858,95.0,96.0,191.0
5388,1.989683387,95.0,201.0,106.0
5389,1.996798292,17.0,97.0,80.0
5390,2.032372821,45.0,89.0,134.0
5391,1.989683387,0.0,97.0,97.0
5392,2.039487727,5.0,78.0,83.0
5393,1.982568481,12.0,68.0,80.0
5394,1.989683387,17.0,89.0,72.0
5395,2.025257915,65.0,98.0,33.0
5396,1.996798292,7.0,97.0,104.0
5397,1.996798292,57.0,78.0,135.0
5398,1.946993952,38.0,98.0,136.0
5399,2.01814301,79.0,98.0,177.0
5400,3.022892253,9.0,99.0,90.0
5401,3.972576904,21.0,86.0,107.0
5402,2.975062052,57.0,86.0,143.0
5403,3.925621541,51.0,160.0,109.0
5404,3.883942668,27.0,87.0,114.0
5405,3.901663717,23.0,90.0,113.0
5406,3.204834493,77.0,90.0,167.0
5407,4.02994283,8.0,150.0,158.0
5408,4.07265269,31.0,140.0,109.0
5409,4.032562256,41.0,95.0,54.0
5410,3.949810282,24.0,87.0,111.0
5411,3.989876302,80.0,147.0,67.0
5412,2.965382894,49.0,98.0,49.0
5413,3.048019918,38.0,98.0,60.0
5414,3.058566284,21.0,85.0,106.0
5415,3.909631348,41.0,136.0,95.0
5416,3.74609375,33.0,136.0,103.0
5417,2.951484172,8.0,86.0,78.0
5418,3.009057109,106.0,52.0,158.0
5419,3.010357157,37.0,140.0,103.0
5420,3.010494995,50.0,105.0,55.0
5421,2.981522624,16.0,85.0,101.0
5422,2.944303894,24.0,126.0,102.0
5423,2.230741374,14.0,120.0,106.0
5424,3.053317261,42.0,90.0,132.0
5425,2.911063639,3.0,130.0,133.0
5426,2.977479045,42.0,140.0,98.0
5427,2.962810771,6.0,105.0,99.0
5428,3.077102661,62.0,130.0,68.0
5429,3.03403066,8.0,40.0,48.0
5430,2.053246053,5.0,60.0,55.0
5431,3.022679138,9.0,80.0,71.0
5432,3.048299662,2.0,90.0,88.0
5433,2.943129985,7.0,105.0,98.0
5434,3.149159749,24.0,108.0,84.0
5435,2.038790894,47.0,68.0,21.0
5436,2.095902507,9.0,40.0,31.0
5437,2.991663615,37.0,54.0,17.0
5438,2.95853831,7.0,54.0,47.0
5439,3.028988139,13.0,76.0,63.0
5440,2.976849874,18.0,83.0,101.0
5441,2.957049561,51.0,67.0,118.0
5442,2.987458293,38.0,126.0,88.0
5443,2.138241577,5.0,105.0,100.0
5444,2.059862264,3.0,120.0,117.0
5445,2.990592448,77.0,160.0,83.0
5446,2.945571899,35.0,40.0,5.0
5447,3.020940653,8.0,40.0,32.0
5448,2.934510803,37.0,49.0,12.0
5449,1.993760173,8.0,60.0,52.0
5450,1.974796041,41.0,80.0,39.0
5451,3.094290161,50.0,80.0,130.0
5452,2.45079244,15.0,80.0,65.0
5453,2.941500854,11.0,105.0,94.0
5454,2.918930054,37.0,120.0,157.0
5455,2.081366475,2.0,136.0,134.0
5456,2.017430115,33.0,104.0,71.0
5457,2.192369588,61.0,30.0,91.0
5458,2.008715312,95.0,20.0,115.0
5459,2.070465088,71.0,59.0,130.0
5460,2.933558146,11.0,100.0,111.0
5461,2.915335592,20.0,98.0,118.0
5462,2.91369222,11.0,130.0,119.0
5463,1.990341187,5.0,100.0,105.0
5464,3.012310791,59.0,120.0,61.0
5465,2.100210063,11.0,120.0,109.0
5466,2.989379883,74.0,60.0,134.0
5467,1.973377482,22.0,160.0,138.0
5468,2.113843282,4.0,118.0,114.0
5469,2.957009379,36.0,94.0,130.0
5470,3.024791463,39.0,154.0,115.0
5471,1.976526388,16.0,111.0,127.0
5472,2.091295369,17.0,118.0,101.0
5473,1.972996012,85.0,81.0,166.0
5474,2.035534159,39.0,103.0,142.0
5475,2.032233683,47.0,120.0,167.0
5476,3.042974854,15.0,140.0,125.0
5477,2.992522176,35.0,128.0,93.0
5478,2.16564738,60.0,75.0,135.0
5479,3.924568685,16.0,123.0,107.0
5480,2.837812297,68.0,123.0,191.0
5481,3.026830037,4.0,180.0,176.0
5482,2.990156047,23.0,165.0,188.0
5483,3.030182902,35.0,173.0,138.0
5484,2.087578328,24.0,124.0,148.0
5485,3.027253215,26.0,165.0,191.0
5486,2.899208577,41.0,203.0,162.0
5487,2.018974304,23.0,123.0,146.0
5488,2.146178182,2.0,123.0,121.0
5489,2.044234212,27.0,103.0,76.0
5490,3.004006958,99.0,46.0,145.0
5491,2.980442301,52.0,192.0,140.0
5492,3.027027384,89.0,186.0,97.0
5493,2.976813761,17.0,65.0,82.0
5494,3.005423482,1.0,56.0,57.0
5495,2.98028717,17.0,36.0,53.0
5496,3.04115804,6.0,76.0,82.0
5497,2.997840881,46.0,98.0,52.0
5498,2.992900085,21.0,36.0,57.0
5499,3.02220459,22.0,56.0,78.0
5500,2.867879232,75.0,45.0,120.0
5501,2.857889811,11.0,98.0,109.0
5502,3.050860596,17.0,76.0,59.0
5503,3.158565267,86.0,36.0,122.0
5504,3.087043762,9.0,67.0,58.0
5505,2.976950073,90.0,35.0,125.0
5506,2.976950073,65.0,87.0,152.0
5507,3.036601766,51.0,87.0,138.0
5508,2.983191427,13.0,89.0,102.0
5509,2.985127258,31.0,67.0,98.0
5510,2.887598165,35.0,56.0,91.0
5511,2.889518229,58.0,48.0,106.0
5512,2.939836629,80.0,34.0,114.0
5513,3.118405151,32.0,87.0,119.0
5514,3.179693604,112.0,187.0,75.0
5515,3.082296244,62.0,45.0,107.0
5516,3.082296244,68.0,67.0,135.0
5517,3.0522288,24.0,67.0,91.0
5518,3.0522288,23.0,65.0,88.0
5519,3.0522288,37.0,63.0,100.0
5520,3.022015381,20.0,125.0,145.0
5521,3.003004964,44.0,145.0,101.0
5522,2.959844971,75.0,176.0,101.0
5523,2.823071798,3.0,78.0,75.0
5524,2.982503764,83.0,46.0,129.0
5525,3.100756327,30.0,87.0,57.0
5526,3.008487956,8.0,87.0,95.0
5527,2.968156942,13.0,68.0,81.0
5528,2.973540751,40.0,56.0,96.0
5529,3.105967204,63.0,124.0,61.0
5530,2.897255452,81.0,130.0,49.0
5531,3.090887451,54.0,67.0,13.0
5532,2.036295573,41.0,34.0,75.0
5533,3.060679626,48.0,102.0,54.0
5534,1.987522888,79.0,34.0,113.0
5535,2.402093506,132.0,34.0,166.0
5536,2.680851746,26.0,189.0,163.0
5537,1.783937073,23.0,187.0,164.0
5538,1.942789714,28.0,138.0,166.0
5539,3.159510295,15.0,154.0,139.0
5540,2.019874573,41.0,67.0,108.0
5541,1.677925364,36.0,98.0,62.0
5542,3.222365824,9.0,56.0,65.0
5543,2.084175618,68.0,43.0,111.0
5544,2.852566528,86.0,143.0,57.0
5545,3.012557983,39.0,86.0,125.0
5546,2.104542033,34.0,143.0,109.0
5547,2.055451457,86.0,124.0,38.0
5548,3.133524068,51.0,18.0,69.0
